Racism and STEM  (All Fields) and 1997-2024 (Publication Years)
Timespan: 1997-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Socio-demographic Heterogeneity in Prevalence of SARS-COV-2 Infection and Death Rate: Relevance to Black College Student Knowledge of COVID-19 and SARS-COV-2","Emrani, Jahangir; Hefner, Elia Nichelle","","","","JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES","FEB 2023","2023","10","1","","","","14","31","","10.1007/s40615-021-01193-3","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"New geography for resistance: the engagement of diversity in <i>Doc McStuffins</i> as an out-of-school STEM setting","Mark, Sheron L.","","","","CULTURAL STUDIES OF SCIENCE EDUCATION","SEP 2022","2022","17","3","","","","955","981","","10.1007/s11422-021-10096-y","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Bias on the Force Concept Inventory across the intersection of gender and race","Buncher, John B.; Nissen, Jayson M.; Dusen, Ben Van; Talbot, Robert M.; Huvard, Hannah","","","Bennett, MB; Frank, BW; Vieyra, RE","2021 PHYSICS EDUCATION RESEARCH CONFERENCE (PERC)","2022","2022","","","","","","69","74","","10.1119/perc.2021.pr.Buncher","Physics Education Research Conference (PERC) - Making Physics More Inclusive and Eliminating Exclusionary Practices in Physics","AUG 04-05, 2021","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Educating During the COVID-19 Pandemic: The Motherwork of Black Women Nursing Professionals","Edwards, Adrienne L.","","","","FAMILIES SYSTEMS & HEALTH","DEC 2021","2021","39","4","","","","599","608","","10.1037/fsh0000642","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Continued STEM Commitment in Light of 2020 Events: A Perspective From the Illinois Louis Stokes Alliance for Minority Participation","Botanga, Christopher; Blanc, Suzanne; Jones, LeRoy, II; Day, Michelle; Charles, Mariel","","","","FRONTIERS IN EDUCATION","OCT 27 2021","2021","6","","","","","","","681027","10.3389/feduc.2021.681027","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Ohen:ton Karihwatehkwen and Kanien'keha:ka Teachings of Gratitude and Connection","Patton, Otsi'tsakenra Charlie; Ibarra-Lemay, Alicia; White, Louellyn","","","","GENEALOGY","SEP 2021","2021","5","3","","","","","","81","10.3390/genealogy5030081","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Fear, fuel, and fire!: Black STEM doctoral students' career decisions during the Trump presidency","McGee, Ebony","","","","INTERNATIONAL JOURNAL OF QUALITATIVE STUDIES IN EDUCATION","MAY 28 2023","2023","36","5","","","SI","716","737","","10.1080/09518398.2021.1930246","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Interrogating Innate Intelligence Racial Narratives: Students' Construction of Counter-Stories within the History of Mathematics","Reinholz, Daniel L.","","","","INTERNATIONAL JOURNAL OF RESEARCH IN UNDERGRADUATE MATHEMATICS EDUCATION","APR 2022","2022","8","1","","","","36","63","","10.1007/s40753-021-00145-w","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"AI Bias in Healthcare: Using <i>ImpactPro</i> as a Case Study for Healthcare Practitioners' Duties to Engage in Anti-Bias Measures","Sargent, Samantha Lynne","","","","CANADIAN JOURNAL OF BIOETHICS-REVUE CANADIENNE DE BIOETHIQUE","2021","2021","4","1","","","","112","116","","","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"'Personalised nutrition: studies in the biogenetics of race and food'","Sikka, Tina","","","","SOCIAL IDENTITIES","MAY 4 2021","2021","27","3","","","","359","376","","10.1080/13504630.2020.1828054","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Israel-UN Relations: Three Phases and Three Questions","Geronik, Arie","","","","ISRAEL STUDIES","SPR 2020","2020","25","1","","","","73","98","","10.2979/israelstudies.25.1.04","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"FANON'S BODY <i>Judith Butler's Reading of the "Historico-Racial Schema"</i>","Ewara, Eyo","","","","CRITICAL PHILOSOPHY OF RACE","2020","2020","8","1-2","","","SI","265","291","","10.5325/critphilrace.8.1-2.0265","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"School-Community Group Model: Collaborating for the Empowerment of Adolescent African American Male Students","Nelson, Katherine L.; Morris, Joseph R.; Brinson, Jesse; Stahl, Michelle A.","","","","JOURNAL FOR SPECIALISTS IN GROUP WORK","2020","2020","45","2","","","SI","113","128","","10.1080/01933922.2020.1740848","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Disability studies and development geography: Empirical connections, theoretical resonances, and future directions","Jampel, Catherine; Bebbington, Anthony","","","","GEOGRAPHY COMPASS","DEC 2018","2018","12","12","","","","","","","10.1111/gec3.12414","","","2","0.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Race Relations in Black and White: Visual Impairment as a Racialized and Gendered Metaphor in Ralph Ellison's <i>Invisible Man</i> and Herman Melville's "Benito Cereno"","Armengol, Josep M.","","","","ATLANTIS-JOURNAL OF THE SPANISH ASSOCIATION OF ANGLO-AMERICAN STUDIES","DEC 2017","2017","39","2","","","","29","46","","10.28914/Atlantis-2017-39.2.02","","","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Historicizing "Korean Criminality": Colonial Criminality in Twentieth Century Japan","Matthews, Joel","","","","INTERNATIONAL JOURNAL OF KOREAN HISTORY","FEB 2017","2017","22","1","","","SI","11","42","","10.22372/ijkh.2017.22.1.11","","","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"Devout Muslims or tough highlanders? Exploring attitudes toward ethnic nationalism and racism in Europe's ethnic-Chechen Salafi communities","Souleimanov, Emil Aslan; Schwampe, Jasper","","","","JOURNAL OF ETHNIC AND MIGRATION STUDIES","2017","2017","43","15","","","","2616","2633","","10.1080/1369183X.2017.1287560","","","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Are Female STEM Majors Academic Risk Takers?","Beziat, Tara L. R.; McCombs, Kristin M.; Burks, Brooke A.; Byrom, Jennifer","","","","CRITICAL RESEARCH ON SEXISM AND RACISM IN STEM FIELDS","2016","2016","","","","","","144","152","","10.4018/978-1-5225-0174-9.ch008","","","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Text and Determination <i>On Racism in 19th Century European Philology</i>","Messling, Markus","","","","PHILOLOGICAL ENCOUNTERS","JAN 2016","2016","1","1-4","","","","79","104","","10.1163/24519197-00000007","","","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"Writing Up Close and From a Distance: French and North-American Representations of Belleville (Paris) in Contemporary <i>Roman Noir</i>","Stott, Carolyn","","","","AUSTRALIAN JOURNAL OF FRENCH STUDIES","JAN-APR 2016","2016","53","1-2","","","","79","93","","10.3828/AJFS.2016.07","","","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
""Chrysler Pulled The Trigger": Competing Understandings of Workplace Violence During the 1970s and Radical Legal Practice","Milloy, Jeremy","","","","LABOUR-LE TRAVAIL","FAL 2014","2014","","74","","","","51","+","","","","","2","0.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Wrestling with Imperial Patriarchy","Barton, Mukti","","","","FEMINIST THEOLOGY","SEP 2012","2012","21","1","","","","7","25","","10.1177/0966735012451817","","","2","0.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"How do Black engineering and computing doctoral students analyze and appraise their (depleted) STEM diversity programming?","White, Devin T.; Miles, Monica L.; McGee, Ebony O.; Brockman, Amanda J.","","","","FRONTIERS IN EDUCATION","DEC 1 2023","2023","8","","","","","","","1062556","10.3389/feduc.2023.1062556","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"DisCrit noticing: Theorizing at the intersections of race and ability in mathematics education","Yeh, Cathery","","","","SCHOOL SCIENCE AND MATHEMATICS","DEC 2023","2023","123","8","","","SI","417","431","","10.1111/ssm.12628","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Conceptual and theoretical frameworks for leveraging makerspaces to encourage and retain underrepresented populations in STEM through learning by design","Nichols, Lynn; Gorsky, Rachel; Corum, Kimberly","","","","ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT","FEB 2024","2024","72","1","","","SI","425","445","","10.1007/s11423-023-10307-z","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"No Health Equity Without Diversity: Strengthening Nursing Programs in Historically Black Colleges and Universities","Waite, Roberta; Vanriel, Yolanda; Mccune, Nina M.; Holton, Catherine; Brown, Gina; Boston-Leary, Katie","","","","CREATIVE NURSING","AUG 2023","2023","29","3","","","SI","281","285","","10.1177/10784535231211701","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Incorporating Diversity, Equity and Inclusion Awareness and Knowledge in a First-Semester Organic Chemistry Classroom","Sunasee, Rajesh","","","","JOURNAL OF CHEMICAL EDUCATION","OCT 20 2023","2023","100","11","","","","4335","4342","","10.1021/acs.jchemed.3c00528","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Culturally Sustaining Inclusive Systemic Design to Address Overrepresentation of Students of Color with and without Dis/abilities in Exclusionary Practices","Ko, Dosun; Lee, Yehyang","","","","EQUITY & EXCELLENCE IN EDUCATION","","2023","","","","","","","","","10.1080/10665684.2023.2248482","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"HEAR US: a qualitative study of racial discrimination in Boston's Chinatown and empowering change from within the community","Chen, Siyu; Luo, Yajing; Dong, Kimberly R.; Yau, Yoyo; Hires, Ben; Liang, Shiwei; Tang, Alice M.","","","","FRONTIERS IN PUBLIC HEALTH","SEP 4 2023","2023","11","","","","","","","1212141","10.3389/fpubh.2023.1212141","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"A review of brownfields revitalisation and reuse research in the US over three decades","De Sousa, Christopher; Carroll, Ann M. M.; Whitehead, Sandra; Berman, Laurel; Coffin, Sarah; Heberle, Lauren; Hettiarachchi, Ganga; Martin, Sabine; Sullivan, Karen; Van Der Kloot, James","","","","LOCAL ENVIRONMENT","DEC 2 2023","2023","28","12","","","","1629","1654","","10.1080/13549839.2023.2248625","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Mitigating Educational Debts in Organic Chemistry for Historically Marginalized Students via a Summer Preparatory Program","Torres, Daniela; Pulukuri, Surya; Abrams, Binyomin","","","","JOURNAL OF CHEMICAL EDUCATION","AUG 16 2023","2023","100","9","","","","3386","3392","","10.1021/acs.jchemed.3c00193","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Nowhere to bi: Barriers to belonging in the broader LGBTQ?+?community for Aboriginal bi?+?people in Australia","Henningham, Mandy","","","","JOURNAL OF LESBIAN STUDIES","JAN 2 2024","2024","28","1","","","SI","63","83","","10.1080/10894160.2023.2233339","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Road to Equity in Maternal and Child Health: Honoring the Past and Blazing New Paths","Rowley, Diane L.; Hogan, Vijaya K.; Abresch, Chad","","","","MATERNAL AND CHILD HEALTH JOURNAL","","2023","","","","","","","","","10.1007/s10995-023-03761-x","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The Cumulative and Damaging Effects of Discrimination Racialized and Gendered Experiences of Black Men in STEM From Elementary School Through Graduate School","Spencer, Breauna Marie","","","","DU BOIS REVIEW-SOCIAL SCIENCE RESEARCH ON RACE","2023","2023","20","2","","","","391","409","PII S1742058X2300005X","10.1017/S1742058X2300005X","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
""It Wasn't Very Public-Clinicy": Client Experiences at Faith-Based Pregnancy Centers","Hutchens, Kendra","","","","JOURNAL OF HEALTH AND SOCIAL BEHAVIOR","DEC 2023","2023","64","4","","","","486","502","","10.1177/00221465231171555","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Impact of COVID-19 on sense of belonging: Experiences of engineering students, faculty, and staff at Historically Black Colleges and Universities (HBCUs)","Fletcher, Trina L.; Jefferson, Jay P.; Boyd, Brittany; Park, Sung Eun; Crumpton-Young, Lesia","","","","JOURNAL OF ENGINEERING EDUCATION","APR 2023","2023","112","2","","","","488","520","","10.1002/jee.20512","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Sense of Purpose and Experiences of Discrimination During Older Adulthood","Wilson, Megan E.; Hill, Patrick L.","","","","GEROPSYCH-THE JOURNAL OF GERONTOPSYCHOLOGY AND GERIATRIC PSYCHIATRY","JUN 2023","2023","36","2","","","","108","115","","10.1024/1662-9647/a000306","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Experiences of structural violence and wage theft among immigrant workers in the California cannabis industry","Beckman, Stella; Castaneda, Xochitl; del Rivero, Vania; Chavez, Anaisabel; Schenker, Marc B.","","","","JOURNAL OF AGRICULTURE FOOD SYSTEMS AND COMMUNITY DEVELOPMENT","2023","2023","12","3","","","","127","140","","10.5304/jafscd.2023.123.014","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Structural Inequity and Socioeconomic Status Link to Osteoporosis Diagnosis in a Population-Based Cohort of Middle-Older-Age Americans","Courtney, Margaret Gough; Roberts, Josephine; Godde, Kanya","","","","INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING","2023","2023","60","","","","","","","00469580231155719","10.1177/00469580231155719","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
